stock,stock code,net amount (S$M),published date
Yangzijiang Shipbuilding,BS6.SI,-6.3888455,2019-10-28
Mapletree Industrial Trust,ME8U.SI,-6.22647811,2019-10-28
Singtel,Z74.SI,-37.390412,2019-11-04
CapitaLand Mall Trust,C38U.SI,-24.94247,2019-11-04
Comfortdelgro,C52.SI,-24.61620136,2019-11-04
Ascendas REIT,A17U.SI,-20.419422,2019-11-04
Keppel Corporation,BN4.SI,-18.262581,2019-11-04
Suntec REIT,T82U.SI,-17.372803,2019-11-04
Mapletree Commercial Trust,N2IU.SI,-17.199527,2019-11-04
ST Engineering,S63.SI,-15.251127,2019-11-04
Ascendas REIT,A17U.SI,-71.57120768,2019-11-11
Mapletree Commercial Trust,N2IU.SI,-19.62450882,2019-11-11
CapitaLand Mall Trust,C38U.SI,-18.260851,2019-11-11
Singtel,Z74.SI,-18.198316,2019-11-11
Yangzijiang Shipbuilding,BS6.SI,-16.6024785,2019-11-11
SIA,C6L.SI,-15.48472948,2019-11-11
UOB,U11.SI,-15.190905,2019-11-11
Eagle Hospitality Trust,LIW.SI,-12.886958288099995,2019-11-11
Mapletree Logistics Trust,M44U.SI,-12.873866,2019-11-11
Singtel,Z74.SI,-34.849114,2019-11-18
Ascendas REIT,A17U.SI,-22.838968,2019-11-18
SGX,S68.SI,-17.56028,2019-11-18
UOB,U11.SI,-16.088247,2019-11-18
City Developments,C09.SI,-14.720877,2019-11-18
Mapletree Commercial Trust,N2IU.SI,-11.19743,2019-11-18
UOB,U11.SI,-20.036051,2019-11-25
Hongkong Land,H78.SI,-8.578346927500002,2019-11-25
Golden Agri-Resources,E5H.SI,-8.4307545,2019-11-25
Sembcorp Industries,U96.SI,-8.221023,2019-11-25
SPH REIT,SK6U.SI,-6.479433,2019-11-25
DBS,D05.SI,-6.393923,2019-11-25
Singapore Post,S08.SI,-5.2056235,2019-11-25
Golden Agri-Resources,E5H.SI,-54.393144,2019-12-02
CapitaLand Mall Trust,C38U.SI,-36.151797,2019-12-02
UOB,U11.SI,-19.546891,2019-12-02
DBS,D05.SI,-16.46054068,2019-12-02
Thai Beverage,Y92.SI,-10.148207,2019-12-02
City Developments,C09.SI,-9.238659,2019-12-02
SPH REIT,SK6U.SI,-8.776441,2019-12-02
OCBC,O39.SI,-32.574111,2019-12-09
DBS,D05.SI,-28.403327,2019-12-09
Eagle Hospitality Trust,LIW.SI,-14.914670060449994,2019-12-09
Frasers Logistics & Industrial Trust,BUOU.SI,-9.414133,2019-12-09
UOB,U11.SI,-8.263689,2019-12-09
Jardine Cycle & Carriage,C07.SI,-7.589191,2019-12-09
Thai Beverage,Y92.SI,-4.7233355,2019-12-09
AEM Holdings,AWX.SI,-3.879011,2019-12-09
ST Engineering,S63.SI,-30.415388,2019-12-16
Ascendas REIT,A17U.SI,-30.216639,2019-12-16
CapitaLand Mall Trust,C38U.SI,-29.070771,2019-12-16
Mapletree Commercial Trust,N2IU.SI,-25.933672,2019-12-16
Singtel,Z74.SI,-23.960062,2019-12-16
Jardine Matheson,J36.SI,-10.853365393300002,2019-12-16
Mapletree Industrial Trust,ME8U.SI,-10.367932,2019-12-16
Keppel DC REIT,AJBU.SI,-8.902768,2019-12-16
ST Engineering,S63.SI,-31.992254,2019-12-23
Yangzijiang Shipbuilding,BS6.SI,-25.620344,2019-12-23
ComfortDelGro,C52.SI,-15.1507,2019-12-23
Golden Agri-Resources,E5H.SI,-14.937646,2019-12-23
CapitaLand Mall Trust,C38U.SI,-13.83903,2019-12-23
Wilmar International,F34.SI,-12.7197913,2019-12-23
Thai Beverage,Y92.SI,-10.6570875,2019-12-23
SIA,C6L.SI,-9.770002,2019-12-23
Suntec REIT,T82U.SI,-8.913146,2019-12-23
SGX,S68.SI,-10.204726,2019-12-30
Lendlease Global Commercial REIT,JYEU.SI,-3.4279115,2019-12-30
Ascott Residence Trust,HMN.SI,-2.209669,2019-12-30
Eagle Hospitality Trust,LIW.SI,-1.9677956935999987,2019-12-30
Keppel Corporation,BN4.SI,-1.929024,2019-12-30
First REIT,AW9U.SI,-1.900489,2019-12-30
Genting Singapore,G13.SI,-1.684477,2019-12-30
UOB,U11.SI,-1.554194,2019-12-30
CDL Hospitality Trusts,J85.SI,-1.244759,2019-12-30
ST Engineering,S63.SI,-1.243612,2019-12-30
SGX,S68.SI,-41.312432,2020-01-06
Raffles Medical Group,BSL.SI,-5.295917,2020-01-06
EC World REIT,BWCU.SI,-3.85474,2020-01-06
ST Engineering,S63.SI,-3.109335,2020-01-06
CapitaLand Mall Trust,C38U.SI,-2.326665,2020-01-06
NetLink NBN Trust,CJLU.SI,-2.080597,2020-01-06
Dairy Farm International,D01.SI,-2.009070825,2020-01-06
First REIT,AW9U.SI,-1.972862,2020-01-06
Lendlease Global Commercial REIT,JYEU.SI,-1.940085,2020-01-06
DBS,D05.SI,-88.653396,2020-01-13
Singtel,Z74.SI,-37.175324,2020-01-13
ComfortDelGro,C52.SI,-34.798044,2020-01-13
Singapore Airlines,C6L.SI,-9.990392,2020-01-13
UOL Group,U14.SI,-7.290415,2020-01-13
Genting Singapore,G13.SI,-5.8944325,2020-01-13
Frasers Logistics & Industrial Trust,BUOU.SI,-5.184583,2020-01-13
Thai Beverage,Y92.SI,-4.3423135,2020-01-13
AusGroup,5GJ.SI,-3.8040314,2020-01-13
Suntec REIT,T82U.SI,-3.730249,2020-01-13
Singtel,Z74.SI,-57.7474527,2020-01-20
ComfortDelgro Corporation,C52.SI,-29.929062,2020-01-20
UOB,U11.SI,-24.17777700000001,2020-01-20
Thai Beverage,Y92.SI,-21.8394205,2020-01-20
Mapletree Commercial Trust,N2IU.SI,-8.036761,2020-01-20
SGX,S68.SI,-7.824851,2020-01-20
AEM Holdings,AWX.SI,-7.823,2020-01-20
Yangzijiang Shipbuilding,BS6.SI,-7.559161,2020-01-20
Genting Singapore,G13.SI,-7.0475140000000005,2020-01-20
Thai Beverage,Y92.SI,-36.7180385,2020-01-27
Yangzijiang Shipbuilding,BS6.SI,-18.093963,2020-01-27
UOB,U11.SI,-16.863287000000003,2020-01-27
SATS,S58.SI,-14.551824,2020-01-27
City Developments,C09.SI,-11.878376,2020-01-27
Keppel Corporation,BN4.SI,-7.424946,2020-01-27
SIA,C6L.SI,-5.724419,2020-01-27
ComfortDelgro,C52.SI,-5.272439,2020-01-27
Ascott Trust,HMN.SI,-4.775805,2020-01-27
Wilmar International,F34.SI,-4.7526506,2020-01-27
CDL Hospitality Trusts,J85.SI,-20.080817,2020-02-03
SATS,S58.SI,-17.578329,2020-02-03
Yangzijiang Shipbuilding,BS6.SI,-7.297978,2020-02-03
Medtecs International,546.SI,-6.638113,2020-02-03
Mapletree Commercial Trust,N2IU.SI,-6.027723,2020-02-03
Sasseur REIT,CRPU.SI,-5.077523,2020-02-03
Jardine Cycle & Carriage,C07.SI,-4.755353,2020-02-03
Riverstone Holdings,AP4.SI,-4.05654,2020-02-03
Genting Singapore,G13.SI,-3.9894860000000008,2020-02-03
SATS,S58.SI,-23.873659,2020-02-10
Mapletree Commercial Trust,N2IU.SI,-17.637602,2020-02-10
Sembcorp Industries,U96.SI,-12.099237,2020-02-10
CDL Hospitality Trusts,J85.SI,-10.651996,2020-02-10
CapitaLand Mall Trust,C38U.SI,-10.256427,2020-02-10
Genting Singapore,G13.SI,-8.7477085,2020-02-10
Mapletree Industrial Trust,ME8U.SI,-8.659737000000002,2020-02-10
CapitaLand Retail China Trust,AU8U.SI,-7.733175,2020-02-10
SIA,C6L.SI,-7.69342408,2020-02-10
Thai Beverage,Y92.SI,-6.412928,2020-02-10
DBS,D05.SI,-79.580611,2020-02-17
Singtel,Z74.SI,-39.0093839,2020-02-17
UOB,U11.SI,-35.841314000000004,2020-02-17
SATS,S58.SI,-14.020112,2020-02-17
Keppel Corporation,BN4.SI,-8.765049000000001,2020-02-17
Jardine Cycle & Carriage,C07.SI,-8.68003,2020-02-17
CDL Hospitality Trusts,J85.SI,-7.759373,2020-02-17
ComfortDelgro,C52.SI,-7.58601,2020-02-17
OCBC,O39.SI,-7.499001999999997,2020-02-17
DBS,D05.SI,-96.168143,2020-02-24
Singtel,Z74.SI,-70.6723731,2020-02-24
UOB,U11.SI,-63.757313,2020-02-24
ComfortDelGro,C52.SI,-39.145563,2020-02-24
City Developments,C09.SI,-14.448515,2020-02-24
Sembcorp Industries,U96.SI,-11.647489,2020-02-24
SIA,C6L.SI,-11.581318,2020-02-24
Hongkong Land,H78.SI,-5.4250173228000005,2020-02-24
Wilmar International,F34.SI,-4.598982,2020-02-24
DBS,D05.SI,-99.34343,2020-03-02
UOB,U11.SI,-58.232015,2020-03-02
Yangzijiang Shipbuilding,BS6.SI,-30.898066,2020-03-02
CDL Hospitality Trusts,J85.SI,-28.816275,2020-03-02
SATS,S58.SI,-19.35879,2020-03-02
SIA,C6L.SI,-18.949619,2020-03-02
Hongkong Land,H78.SI,-16.4871652944,2020-03-02
CapitaLand Mall Trust,C38U.SI,-16.421628,2020-03-02
Genting Singapore,G13.SI,-15.8815155,2020-03-02
City Developments,C09.SI,-13.19836,2020-03-02
DBS,D05.SI,-161.393601,2020-03-09
UOB,U11.SI,-142.01666300000002,2020-03-09
OCBC,O39.SI,-55.029358,2020-03-09
Yangzijiang Shipbuilding,BS6.SI,-25.130189,2020-03-09
SIA,C6L.SI,-15.767869,2020-03-09
Singtel,Z74.SI,-15.561576600000004,2020-03-09
Jardine Matheson,J36.SI,-10.6922633845,2020-03-09
Ascott Residence Trust,HMN.SI,-7.667147,2020-03-09
CDL Hospitality Trusts,J85.SI,-6.371052,2020-03-09
DBS,D05.SI,-215.92203,2020-03-16
OCBC,O39.SI,-158.693115,2020-03-16
UOB,U11.SI,-93.821423,2020-03-16
Keppel Corporation,BN4.SI,-67.832846,2020-03-16
Singtel,Z74.SI,-16.277956,2020-03-16
SIA,C6L.SI,-13.903429,2020-03-16
Keppel Infrastructure Trust,A7RU.SI,-7.6584365,2020-03-16
ComfortDelGro,C52.SI,-7.570161,2020-03-16
Wilmar International,F34.SI,-6.860864000000002,2020-03-16
Jardine Cycle & Carriage,C07.SI,-6.459089,2020-03-16
DBS,D05.SI,-250.561771,2020-03-23
OCBC,O39.SI,-162.678643,2020-03-23
Ascendas REIT,A17U.SI,-50.537376,2020-03-23
ST Engineering,S63.SI,-46.118925,2020-03-23
Singtel,Z74.SI,-46.1099407,2020-03-23
UOB,U11.SI,-38.103134,2020-03-23
Jardine Matheson,J36.SI,-33.8270716165,2020-03-23
City Developments Limited,C09.SI,-24.611192,2020-03-23
ComfortDelGro,C52.SI,-19.885811,2020-03-23
DBS,D05.SI,-31.60627,2020-03-30
ST Engineering,S63.SI,-26.2324,2020-03-30
OCBC,O39.SI,-24.996476,2020-03-30
SIA,C6L.SI,-24.666879999999995,2020-03-30
CapitaLand Mall Trust,C38U.SI,-11.160546,2020-03-30
City Developments Limited,C09.SI,-8.380453000000001,2020-03-30
Singtel,Z74.SI,-6.671605699999994,2020-03-30
CDL Hospitality Trusts,J85.SI,-6.471268,2020-03-30
UOB,U11.SI,-5.806456000000001,2020-03-30
DBS,D05.SI,-101.480352,2020-04-06
UOB,U11.SI,-48.117226,2020-04-06
OCBC,O39.SI,-46.764599,2020-04-06
CapitaLand Mall Trust,C38U.SI,-32.679621,2020-04-06
City Developments ,C09.SI,-26.27664,2020-04-06
Mapletree Commercial Trust,N2IU.SI,-19.877268,2020-04-06
Suntec REIT,T82U.SI,-13.89553,2020-04-06
Frasers Centrepoint Trust,J69U.SI,-13.035512,2020-04-06
Singtel,Z74.SI,-24.4798107,2020-04-13
ComfortDelGro,C52.SI,-17.880809,2020-04-13
DBS,D05.SI,-14.898247,2020-04-13
CapitaLand Mall Trust,C38U.SI,-13.499783000000004,2020-04-13
SATS,S58.SI,-10.541382,2020-04-13
ESR-REIT,J91U.SI,-10.459862,2020-04-13
Jardine Matheson,J36.SI,-8.124457407799996,2020-04-13
Mapletree Commercial Trust,N2IU.SI,-6.398339000000001,2020-04-13
Haw Par Corporation,H02.SI,-5.516044,2020-04-13
DBS,D05.SI,-45.1591095,2020-04-20
OCBC,O39.SI,-42.61071,2020-04-20
UOB,U11.SI,-37.317223,2020-04-20
SATS,S58.SI,-24.393508,2020-04-20
City Developments ,C09.SI,-16.979299,2020-04-20
Singtel,Z74.SI,-13.0143935,2020-04-20
CapitaLand Mall Trust,C38U.SI,-6.016277000000001,2020-04-20
Golden Agri-Resources,E5H.SI,-5.7965928,2020-04-20
Ascott Residence Trust,HMN.SI,-5.7023595,2020-04-20
DBS,D05.SI,-122.636202,2020-04-27
OCBC,O39.SI,-69.981414,2020-04-27
UOB,U11.SI,-60.517849,2020-04-27
CapitaLand Mall Trust,C38U.SI,-37.116375,2020-04-27
Suntec REIT,T82U.SI,-21.44878,2020-04-27
ComfortDelGro,C52.SI,-17.993589,2020-04-27
ST Engineering,S63.SI,-14.902094,2020-04-27
SATS,S58.SI,-13.391547,2020-04-27
Jardine Matheson,J36.SI,-11.1516437318,2020-04-27
UOB,U11.SI,-47.604014,2020-05-04
SGX,S68.SI,-21.382673,2020-05-04
Yangzijiang Shipbuilding,BS6.SI,-17.8498765,2020-05-04
SIA,C6L.SI,-13.884071,2020-05-04
Keppel DC REIT,AJBU.SI,-13.28691599999999,2020-05-04
Jardine Cycle & Carriage,C07.SI,-9.886556,2020-05-04
UOL Group,U14.SI,-8.709223,2020-05-04
Jardine Matheson,J36.SI,-8.119523670799998,2020-05-04
Thai Beverage,Y92.SI,-8.067021,2020-05-04
OCBC,O39.SI,-6.977652000000001,2020-05-04
SIA,C6L.SI,-87.058605,2020-05-11
Singtel,Z74.SI,-76.3002131,2020-05-11
UOB,U11.SI,-50.474554000000005,2020-05-11
OCBC,O39.SI,-49.175485,2020-05-11
DBS,D05.SI,-46.060597,2020-05-11
ST Engineering,S63.SI,-29.504953,2020-05-11
SATS,S58.SI,-29.49669,2020-05-11
Yangzijiang Shipbuilding,BS6.SI,-11.661421,2020-05-11
Wilmar International,F34.SI,-9.54211696,2020-05-11
DBS,D05.SI,-99.999948,2020-05-18
UOB,U11.SI,-92.399762,2020-05-18
SIA,C6L.SI,-70.149692,2020-05-18
OCBC,O39.SI,-68.58888400000001,2020-05-18
ComfortDelGro,C52.SI,-42.537651,2020-05-18
SATS,S58.SI,-41.257723,2020-05-18
Singtel,Z74.SI,-40.7039777,2020-05-18
City Developments,C09.SI,-25.095584,2020-05-18
ST Engineering,S63.SI,-18.971111,2020-05-18
OCBC,O39.SI,-121.117678,2020-05-25
SIA,C6L.SI,-93.821943,2020-05-25
ST Engineering,S63.SI,-39.545084,2020-05-25
Singtel,Z74.SI,-38.1962179,2020-05-25
UOB,U11.SI,-36.730563,2020-05-25
Mapletree Logistics Trust,M44U.SI,-29.106587,2020-05-25
City Developments ,C09.SI,-23.397279,2020-05-25
Thai Beverage,Y92.SI,-17.805732,2020-05-25
Hongkong Land,H78.SI,-17.5472981687,2020-05-25
UOL Group ,U14.SI,-12.157332,2020-05-25
Singtel,Z74.SI,-112.6842623,2020-06-01
UOB,U11.SI,-105.584622,2020-06-01
ComfortDelGro,C52.SI,-84.567311,2020-06-01
SGX,S68.SI,-74.446595,2020-06-01
SATS,S58.SI,-42.2984,2020-06-01
Sembcorp Industries,U96.SI,-33.763833,2020-06-01
OCBC,O39.SI,-24.17067,2020-06-01
Venture Corporation,V03.SI,-10.287037,2020-06-01
Singtel,Z74.SI,-67.42763520000001,2020-06-08
Mapletree Logistics Trust,M44U.SI,-56.736992,2020-06-08
SGX,S68.SI,-54.832379,2020-06-08
SIA,C6L.SI,-34.204393,2020-06-08
Mapletree Industrial Trust,ME8U.SI,-24.016816,2020-06-08
CapitaLand Mall Trust,C38U.SI,-14.913758,2020-06-08
Suntec REIT,T82U.SI,-12.77763,2020-06-08
Keppel Corporation,BN4.SI,-11.359571000000004,2020-06-08
Ascendas REIT,A17U.SI,-10.933,2020-06-08
UOB,U11.SI,-84.892557,2020-06-15
SGX,S68.SI,-37.7320059,2020-06-15
NetLink NBN Trust,CJLU.SI,-34.8856065,2020-06-15
Venture Corporation,V03.SI,-33.939226999999995,2020-06-15
Sembcorp Industries,U96.SI,-19.709906,2020-06-15
SIA,C6L.SI,-16.907059999999998,2020-06-15
Suntec REIT,T82U.SI,-15.075079,2020-06-15
Mapletree Logistics Trust,M44U.SI,-14.437532,2020-06-15
Hongkong Land,H78.SI,-13.152152096,2020-06-15
Singtel,Z74.SI,-12.6676979,2020-06-15
UOB,U11.SI,-136.980967,2020-06-22
DBS,D05.SI,-121.710249,2020-06-22
Singtel,Z74.SI,-64.95494120000001,2020-06-22
SIA,C6L.SI,-52.716589,2020-06-22
OCBC,O39.SI,-25.683071,2020-06-22
Wilmar International,F34.SI,-19.048624,2020-06-22
Suntec REIT,T82U.SI,-17.991948,2020-06-22
SATS,S58.SI,-17.451268,2020-06-22
ST Engineering,S63.SI,-15.72317,2020-06-22
DBS,D05.SI,-84.848171,2020-06-29
Singtel,Z74.SI,-43.6139138,2020-06-29
SIA,C6L.SI,-38.860129,2020-06-29
OCBC,O39.SI,-33.225193,2020-06-29
UOB,U11.SI,-27.710184000000005,2020-06-29
SGX,S68.SI,-19.545976,2020-06-29
ComfortDelGro,C52.SI,-16.334153999999998,2020-06-29
Mapletree Commercial Trust,N2IU.SI,-14.34781,2020-06-29
SATS,S58.SI,-12.667963,2020-06-29
ComfortDelGro,C52.SI,-25.497099,2020-07-06
SIA,C6L.SI,-23.015967,2020-07-06
SATS,S58.SI,-12.297412,2020-07-06
Mapletree Industrial Trust,ME8U.SI,-10.934585,2020-07-06
Sembcorp Industries,U96.SI,-9.276918,2020-07-06
NetLink NBN Trust,CJLU.SI,-8.078817,2020-07-06
Thai Beverage,Y92.SI,-7.586364000000001,2020-07-06
Hutchison Port Holdings Trust,NS8U.SI,-7.514140061640001,2020-07-06
Jardine Cycle & Carriage,C07.SI,-6.348404,2020-07-06
Singtel,Z74.SI,-28.9405088,2020-07-13
SATS,S58.SI,-19.776638,2020-07-13
ST Engineering,S63.SI,-13.096042,2020-07-13
ComfortDelGro,C52.SI,-9.358482,2020-07-13
Yangzijiang Shipbuilding,BS6.SI,-9.2149155,2020-07-13
Jardine Cycle & Carriage,C07.SI,-8.258372,2020-07-13
SIA,C6L.SI,-7.873409999999999,2020-07-13
Mapletree Commercial Trust,N2IU.SI,-6.283788,2020-07-13
UOL Group,U14.SI,-5.862717,2020-07-13
UOB,U11.SI,-50.317429,2020-07-20
SIA,C6L.SI,-26.464797,2020-07-20
Ascendas REIT,A17U.SI,-21.513674,2020-07-20
City Developments,C09.SI,-16.631453,2020-07-20
Thai Beverage,Y92.SI,-15.6600025,2020-07-20
ST Engineering,S63.SI,-12.443061,2020-07-20
DBS,D05.SI,-9.239996999999995,2020-07-20
Jardine Matheson,J36.SI,-8.263604338799974,2020-07-20
DBS,D05.SI,-90.818473,2020-07-27
OCBC,O39.SI,-38.372575,2020-07-27
Thai Beverage,Y92.SI,-25.1093,2020-07-27
Singtel,Z74.SI,-21.9924268,2020-07-27
UOB,U11.SI,-11.826537,2020-07-27
Jardine Cycle & Carriage,C07.SI,-10.968577000000002,2020-07-27
SIA,C6L.SI,-9.578661,2020-07-27
City Developments,C09.SI,-8.039832,2020-07-27
Keppel Corporation,BN4.SI,-7.12044,2020-07-27
NetLink NBN Trust,CJLU.SI,-7.000687,2020-07-27
DBS,D05.SI,-57.600035000000005,2020-08-03
OCBC,O39.SI,-43.943334,2020-08-03
UOB,U11.SI,-25.066422,2020-08-03
SGX,S68.SI,-18.563854,2020-08-03
Keppel Corporation,BN4.SI,-13.312874,2020-08-03
SIA,C6L.SI,-10.561822,2020-08-03
CapitaLand Mall Trust,C38U.SI,-10.495342,2020-08-03
Jardine Cycle & Carriage,C07.SI,-10.42898,2020-08-03
Singtel,Z74.SI,-9.4663964,2020-08-03
UOB,U11.SI,-30.148237,2020-08-10
ST Engineering,S63.SI,-23.136141,2020-08-10
Keppel Corporation,BN4.SI,-22.385872,2020-08-10
Jardine Cycle & Carriage,C07.SI,-21.192434,2020-08-10
Hongkong Land,H78.SI,-17.62157892840002,2020-08-10
Sri Trang Agro Industry,NC2.SI,-16.878944,2020-08-10
DBS,D05.SI,-15.247555999999998,2020-08-10
Genting Singapore,G13.SI,-14.2189075,2020-08-10
OCBC,O39.SI,-13.322813,2020-08-10
CapitaLand Retail China Trust,AU8U.SI,-9.029829,2020-08-10
Keppel Corporation,BN4.SI,-76.181206,2020-08-17
UOB,U11.SI,-28.868742,2020-08-17
Thai Beverage,Y92.SI,-15.1498265,2020-08-17
Wilmar International,F34.SI,-13.90019,2020-08-17
Riverstone Holdings,AP4.SI,-12.258811,2020-08-17
Jardine Cycle & Carriage,C07.SI,-9.964435,2020-08-17
Top Glove Corporation,BVA.SI,-9.869846,2020-08-17
Keppel DC REIT,AJBU.SI,-8.952859,2020-08-17
Sri Trang Agro-Industry,NC2.SI,-8.476092,2020-08-17
Sheng Siong,OV8.SI,-7.374942,2020-08-17
Wilmar International,F34.SI,-46.915514,2020-08-24
Singtel,Z74.SI,-44.0455104,2020-08-24
City Developments,C09.SI,-16.061314,2020-08-24
Keppel Corporation,BN4.SI,-12.678181,2020-08-24
Mapletree Logistics Trust,M44U.SI,-11.430994,2020-08-24
Genting Singapore,G13.SI,-11.036049,2020-08-24
UOB,U11.SI,-9.392882,2020-08-24
SGX,S68.SI,-7.809534999999999,2020-08-24
Frencken Group,E28.SI,-7.409034,2020-08-24
UOB,U11.SI,-11.77758,2020-08-31
